Date	Price	Open	High	Low	Change %
Feb 20, 2017	1238.38	1235.2	1239.29	1232.62	0.25%
Feb 17, 2017	1235.29	1239.25	1243.84	1234.52	-0.31%
Feb 16, 2017	1239.14	1233.34	1242.71	1232.04	0.50%
Feb 15, 2017	1232.94	1228.89	1233.61	1216.8	0.35%
Feb 14, 2017	1228.61	1225.74	1234.87	1221.76	0.26%
Feb 13, 2017	1225.44	1231.84	1232.65	1219.37	-0.70%
Feb 10, 2017	1234.12	1230.62	1237.07	1221.12	0.26%
Feb 09, 2017	1230.89	1242.48	1244.52	1230.22	-0.89%
Feb 08, 2017	1241.99	1234.04	1245.06	1230.29	0.67%
Feb 07, 2017	1233.72	1235.23	1235.86	1227.41	-0.15%
Feb 06, 2017	1235.59	1219.67	1235.84	1219.01	1.29%
Feb 03, 2017	1219.88	1215.89	1221.48	1207.18	0.32%
Feb 02, 2017	1215.93	1209.53	1225.41	1208.26	0.53%
Feb 01, 2017	1209.49	1210.89	1213.59	1198.12	-0.09%
Jan 31, 2017	1210.63	1195.38	1215.49	1193.83	1.28%
Jan 30, 2017	1195.35	1192.85	1199.88	1188.15	0.31%
Jan 27, 2017	1191.6	1188.78	1192.06	1181.04	0.25%
Jan 26, 2017	1188.57	1199.93	1202.67	1184.11	-0.98%
Jan 25, 2017	1200.31	1208.79	1209.84	1192.83	-0.70%
Jan 24, 2017	1208.81	1217.4	1219.66	1206.02	-0.71%
Jan 23, 2017	1217.48	1209.43	1219.54	1209.27	0.62%
Jan 20, 2017	1209.96	1205.16	1215.3	1198.68	0.40%
Jan 19, 2017	1205.14	1203.92	1206.88	1195.86	0.12%
Jan 18, 2017	1203.64	1216.56	1217.6	1201.91	-1.06%
Jan 17, 2017	1216.54	1202.8	1218.72	1202.38	1.11%
Jan 16, 2017	1203.17	1200.55	1208.23	1198.17	0.46%
Jan 13, 2017	1197.66	1195.96	1201.2	1187.93	0.17%
Jan 12, 2017	1195.66	1191.75	1207.07	1191	0.32%
Jan 11, 2017	1191.85	1187.74	1198.79	1177.33	0.35%
Jan 10, 2017	1187.74	1181.33	1190.57	1179.86	0.55%
Jan 09, 2017	1181.27	1172.64	1185.91	1171.89	0.72%
Jan 06, 2017	1172.81	1180.38	1181.49	1170.37	-0.65%
Jan 05, 2017	1180.48	1163.67	1184.99	1162.38	1.43%
Jan 04, 2017	1163.8	1159.28	1168.23	1156.35	0.42%
Jan 03, 2017	1158.91	1150.8	1163.61	1145.77	0.73%
Jan 02, 2017	1150.52	1150.55	1152.66	1149.66	-0.12%
Dec 30, 2016	1151.85	1158.68	1163.53	1149.49	-0.56%
Dec 29, 2016	1158.32	1142.39	1159.58	1140.81	1.39%
Dec 28, 2016	1142.45	1139.64	1144.84	1136.54	0.27%
Dec 27, 2016	1139.35	1134.06	1149.48	1131.85	0.48%
Dec 26, 2016	1133.94	1133.94	1133.94	1133.94	0.04%
Dec 23, 2016	1133.49	1128.88	1136.12	1128.17	0.43%
Dec 22, 2016	1128.69	1131.8	1134.17	1127.43	-0.27%
Dec 21, 2016	1131.8	1132.14	1137.51	1129.29	-0.04%
Dec 20, 2016	1132.2	1139.34	1140.08	1125.63	-0.60%
Dec 19, 2016	1139.05	1134.35	1142.7	1134.14	0.44%
Dec 16, 2016	1134.09	1128.44	1141.28	1126.46	0.50%
Dec 15, 2016	1128.43	1143.81	1144.49	1122.44	-1.38%
Dec 14, 2016	1144.25	1158.39	1165.1	1139.47	-1.22%
Dec 13, 2016	1158.35	1162.45	1165.16	1154.71	-0.33%
Dec 12, 2016	1162.21	1159.01	1165.85	1151.43	0.37%
Dec 09, 2016	1157.87	1170.48	1172.22	1156.17	-1.08%
Dec 08, 2016	1170.55	1173.65	1178.62	1168.88	-0.29%
Dec 07, 2016	1174	1169.64	1180.3	1165.35	0.36%
Dec 06, 2016	1169.74	1170.18	1175.4	1166.53	-0.04%
Dec 05, 2016	1170.26	1182.8	1187.79	1157.08	-0.57%
Dec 02, 2016	1176.92	1171.05	1178.03	1166.2	0.48%
Dec 01, 2016	1171.3	1173.29	1177.07	1160.77	-0.15%
Nov 30, 2016	1173.11	1188.72	1195.36	1170.76	-1.29%
Nov 29, 2016	1188.46	1193.3	1195.06	1180.97	-0.42%
Nov 28, 2016	1193.44	1183.1	1197.6	1182.96	0.83%
Nov 25, 2016	1183.63	1184.96	1193.96	1171.96	-0.03%
Nov 24, 2016	1184	1188.11	1191.34	1181.79	-0.32%
Nov 23, 2016	1187.77	1212.24	1215.05	1181.57	-2.02%
Nov 22, 2016	1212.24	1214.29	1221.45	1206.24	-0.15%
Nov 21, 2016	1214.05	1208.1	1218.02	1205.74	0.44%
Nov 18, 2016	1208.69	1216.39	1218.13	1203.9	-0.63%
Nov 17, 2016	1216.39	1225.68	1231.8	1211.12	-0.73%
Nov 16, 2016	1225.3	1228.38	1233.47	1221.6	-0.23%
Nov 15, 2016	1228.08	1220.24	1231.54	1219.06	0.64%
Nov 14, 2016	1220.26	1227.9	1231.56	1211.47	-0.44%
Nov 11, 2016	1225.68	1259.82	1265.5	1219.5	-2.71%
Nov 10, 2016	1259.76	1277.68	1292.22	1252.28	-1.43%
Nov 09, 2016	1278	1275.45	1337.6	1269.38	0.19%
Nov 08, 2016	1275.64	1281.66	1290.84	1273.04	-0.45%
Nov 07, 2016	1281.41	1291.61	1295.9	1277.8	-1.75%
Nov 04, 2016	1304.25	1302.61	1307.11	1294.65	0.04%
Nov 03, 2016	1303.75	1297.16	1306.9	1285.51	0.49%
Nov 02, 2016	1297.39	1287.9	1308.26	1287.5	0.72%
Nov 01, 2016	1288.15	1277.17	1292.21	1275.55	0.84%
Oct 31, 2016	1277.38	1278.01	1279.64	1270.89	0.08%
Oct 28, 2016	1276.3	1268.39	1284.53	1262.42	0.63%
Oct 27, 2016	1268.3	1267.15	1273.17	1265.4	0.10%
Oct 26, 2016	1266.99	1273.3	1276.89	1264.58	-0.58%
Oct 25, 2016	1274.35	1265.67	1277.17	1262.4	0.78%
Oct 24, 2016	1264.44	1266.21	1272.26	1260.76	-0.18%
Oct 21, 2016	1266.75	1266.1	1268.43	1261.2	0.06%
Oct 20, 2016	1266	1269.55	1274.02	1264.55	-0.27%
Oct 19, 2016	1269.4	1262.63	1273.84	1260.24	0.52%
Oct 18, 2016	1262.84	1256.6	1265.38	1254.9	0.57%
Oct 17, 2016	1255.7	1250.25	1257.67	1250.25	0.41%
Oct 14, 2016	1250.55	1258.79	1259.65	1247.51	-0.60%
Oct 13, 2016	1258.12	1256.14	1262.41	1253.53	0.22%
Oct 12, 2016	1255.33	1253.45	1259.26	1250.31	0.17%
Oct 11, 2016	1253.25	1259.06	1262.66	1252.6	-0.52%
Oct 10, 2016	1259.74	1257.46	1265.35	1256.59	0.22%
Oct 07, 2016	1256.96	1255.35	1265.73	1241.68	0.18%
Oct 06, 2016	1254.74	1267.73	1269.94	1250.2	-0.94%
Oct 05, 2016	1266.69	1269.41	1277.51	1262.12	-0.13%
Oct 04, 2016	1268.3	1312.18	1313.52	1266.81	-3.33%
Oct 03, 2016	1311.96	1318.24	1320.11	1309.58	-0.30%
Sep 30, 2016	1315.96	1320.56	1328.23	1312.83	-0.33%
Sep 29, 2016	1320.27	1322.08	1326.02	1315.89	-0.09%
Sep 28, 2016	1321.41	1326.9	1327.74	1317.89	-0.45%
Sep 27, 2016	1327.36	1337.77	1339.78	1324.81	-0.79%
Sep 26, 2016	1337.97	1337.07	1342.46	1332.56	0.03%
Sep 23, 2016	1337.61	1337.69	1341.06	1333.59	0.02%
Sep 22, 2016	1337.3	1335.12	1344.27	1331.56	0.03%
Sep 21, 2016	1336.85	1315.1	1337.22	1308.6	1.65%
Sep 20, 2016	1315.1	1312.8	1318.5	1312.31	0.13%
Sep 19, 2016	1313.39	1310.77	1318.32	1309.27	0.23%
Sep 16, 2016	1310.43	1313.91	1318.43	1306.62	-0.29%
Sep 15, 2016	1314.25	1322.72	1327.53	1309.7	-0.66%
Sep 14, 2016	1322.97	1318.88	1326.26	1316.13	0.30%
Sep 13, 2016	1319.06	1327.99	1332.64	1315.71	-0.65%
Sep 12, 2016	1327.63	1328.29	1330.68	1320.79	-0.04%
Sep 09, 2016	1328.15	1338.41	1340.03	1327.7	-0.76%
Sep 08, 2016	1338.35	1345.11	1349.78	1335.54	-0.51%
Sep 07, 2016	1345.24	1348.67	1353.01	1342.74	-0.34%
Sep 06, 2016	1349.88	1325.37	1352.16	1324.77	1.72%
Sep 05, 2016	1327.08	1324.42	1329.32	1322.31	0.16%
Sep 02, 2016	1325.01	1314.13	1329.09	1309.51	0.85%
Sep 01, 2016	1313.79	1309.12	1315.38	1302.23	0.37%
Aug 31, 2016	1308.95	1311.25	1316.54	1305.41	-0.17%
Aug 30, 2016	1311.15	1323.2	1325.7	1309.15	-0.93%
Aug 29, 2016	1323.41	1320.47	1325.43	1315.1	0.16%
Aug 26, 2016	1321.33	1321.89	1341.54	1318.89	-0.03%
Aug 25, 2016	1321.7	1323.75	1327.5	1317.96	-0.15%
Aug 24, 2016	1323.75	1337.88	1340.52	1323.7	-1.07%
Aug 23, 2016	1338.1	1339.34	1345.45	1335.65	-0.07%
Aug 22, 2016	1339.02	1340.83	1341.65	1332.1	-0.21%
Aug 19, 2016	1341.78	1352.91	1353.44	1337.93	-0.78%
Aug 18, 2016	1352.34	1349.05	1356.6	1345.84	0.27%
Aug 17, 2016	1348.66	1345.7	1352.07	1337.7	0.19%
Aug 16, 2016	1346.08	1339.69	1358.38	1339.47	0.50%
Aug 15, 2016	1339.36	1338.08	1344.21	1335.95	0.24%
Aug 12, 2016	1336.19	1338.7	1356.28	1333.98	-0.20%
Aug 11, 2016	1338.87	1347.26	1353.78	1335.93	-0.58%
Aug 10, 2016	1346.67	1340.95	1357.57	1340.3	0.44%
Aug 09, 2016	1340.75	1334.85	1343.24	1330.47	0.40%
Aug 08, 2016	1335.38	1335.17	1338.53	1329.84	-0.03%
Aug 05, 2016	1335.8	1360.71	1365.51	1334.87	-1.87%
Aug 04, 2016	1361.2	1358.41	1365.45	1348.9	0.24%
Aug 03, 2016	1357.9	1363.65	1366.85	1354.16	-0.42%
Aug 02, 2016	1363.68	1353.47	1367.81	1347.06	0.77%
Aug 01, 2016	1353.21	1349.88	1355.22	1346.24	0.17%
Jul 29, 2016	1350.91	1335.75	1355.42	1330	1.13%
Jul 28, 2016	1335.79	1339.38	1345.53	1332.23	-0.30%
Jul 27, 2016	1339.86	1320.04	1342.62	1315.74	1.48%
Jul 26, 2016	1320.32	1315.59	1325.08	1313.83	0.36%
Jul 25, 2016	1315.56	1322.59	1324.12	1312.43	-0.52%
Jul 22, 2016	1322.38	1330.94	1334.22	1319.58	-0.65%
Jul 21, 2016	1331.09	1316.31	1334.38	1310.95	1.15%
Jul 20, 2016	1315.95	1331.81	1336.34	1312.49	-1.21%
Jul 19, 2016	1332.13	1328.52	1335.29	1325.61	0.25%
Jul 18, 2016	1328.79	1332.81	1335.7	1323.84	-0.68%
Jul 15, 2016	1337.85	1336.31	1338.9	1322.55	0.21%
Jul 14, 2016	1335.1	1344.01	1347.1	1320.22	-0.58%
Jul 13, 2016	1342.85	1332.4	1345.6	1327.7	0.84%
Jul 12, 2016	1331.65	1355.16	1358.2	1330.15	-1.74%
Jul 11, 2016	1355.25	1368.71	1375.11	1351.2	-0.85%
Jul 08, 2016	1366.8	1359.21	1369.09	1336.08	0.46%
Jul 07, 2016	1360.6	1363.56	1370.26	1350.8	-0.24%
Jul 06, 2016	1363.89	1356.74	1375.3	1356.23	0.57%
Jul 05, 2016	1356.14	1351.15	1357.71	1338.43	0.40%
Jul 04, 2016	1350.78	1342.58	1357.97	1338.34	0.63%
Jul 01, 2016	1342.3	1323.38	1344.6	1320.88	1.52%
Jun 30, 2016	1322.18	1317.71	1324.11	1312.95	0.25%
Jun 29, 2016	1318.89	1312.39	1328.23	1311.29	0.49%
Jun 28, 2016	1312.51	1324.44	1326.39	1305.62	-0.93%
Jun 27, 2016	1324.8	1326.27	1335.7	1317.85	0.67%
Jun 24, 2016	1315.98	1253.86	1358.7	1251.66	4.80%
Jun 23, 2016	1255.65	1264.31	1271.65	1255.46	-0.84%
Jun 22, 2016	1266.31	1268.45	1271	1261.41	-0.17%
Jun 21, 2016	1268.44	1288.68	1294.38	1264.48	-1.68%
Jun 20, 2016	1290.15	1285.8	1292.36	1277.74	-0.65%
Jun 17, 2016	1298.6	1279.35	1299.88	1277.19	1.52%
Jun 16, 2016	1279.14	1293.51	1316.11	1278.77	-0.96%
Jun 15, 2016	1291.49	1285.14	1297.09	1278.43	0.44%
Jun 14, 2016	1285.85	1283.39	1290.18	1276.38	0.14%
Jun 13, 2016	1284.05	1274.05	1287.4	1272.7	0.77%
Jun 10, 2016	1274.2	1269.41	1278.1	1264.47	0.40%
Jun 09, 2016	1269.15	1262.55	1272.06	1257.56	0.56%
Jun 08, 2016	1262.14	1244.64	1264.19	1243.09	1.47%
Jun 07, 2016	1243.85	1245.11	1246.66	1234.45	-0.11%
Jun 06, 2016	1245.24	1242.4	1248.79	1239.55	0.06%
Jun 03, 2016	1244.49	1210.76	1244.91	1206.6	2.77%
Jun 02, 2016	1210.95	1213.16	1218.05	1209.54	-0.20%
Jun 01, 2016	1213.35	1215.45	1221.25	1205.55	-0.16%
May 31, 2016	1215.24	1205.9	1218.86	1205.65	0.80%
May 30, 2016	1205.58	1213	1213.83	1199.6	-0.56%
May 27, 2016	1212.4	1219.61	1223.7	1206.45	-0.64%
May 26, 2016	1220.15	1223	1234.01	1218.15	-0.33%
May 25, 2016	1224.18	1226.6	1230.21	1217.25	-0.23%
May 24, 2016	1227	1248.71	1251.26	1226.03	-1.78%
May 23, 2016	1249.24	1250.66	1256.36	1242.63	-0.24%
May 20, 2016	1252.3	1254.86	1259.98	1248.32	-0.22%
May 19, 2016	1255.1	1257.6	1261.92	1244	-0.25%
May 18, 2016	1258.3	1279.31	1281.51	1254.65	-1.70%
May 17, 2016	1280	1273.66	1282.5	1269.1	0.48%
May 16, 2016	1273.86	1272.11	1288.6	1270.93	0.02%
May 13, 2016	1273.6	1263.21	1276.6	1263.11	0.80%
May 12, 2016	1263.49	1277.41	1280.99	1263.11	-1.11%
May 11, 2016	1277.69	1265.35	1279.18	1264.4	0.89%
May 10, 2016	1266.4	1263.71	1269.5	1257.25	0.20%
May 09, 2016	1263.85	1284.55	1287.98	1260.7	-1.93%
May 06, 2016	1288.7	1278.1	1296.1	1274	0.83%
May 05, 2016	1278.05	1279.46	1286.38	1268.86	-0.11%
May 04, 2016	1279.49	1285.61	1289.68	1271.25	-0.51%
May 03, 2016	1286	1291.36	1302.4	1282.06	-0.43%
May 02, 2016	1291.6	1293.31	1303.98	1287.1	-0.17%
Apr 29, 2016	1293.74	1265.88	1296.49	1264.76	2.15%
Apr 28, 2016	1266.48	1245.26	1270.1	1237.65	1.64%
Apr 27, 2016	1246.1	1242.2	1251.3	1240.26	0.21%
Apr 26, 2016	1243.44	1237.71	1245.15	1231.1	0.45%
Apr 25, 2016	1237.9	1231.7	1242.3	1229.7	0.45%
Apr 22, 2016	1232.3	1247.06	1252.98	1226.96	-1.33%
Apr 21, 2016	1248.85	1243.11	1270.48	1242.5	0.39%
Apr 20, 2016	1244.05	1250.25	1258.75	1241.85	-0.52%
Apr 19, 2016	1250.5	1232.06	1257.2	1227.3	1.54%
Apr 18, 2016	1231.55	1233.7	1242	1229.76	-0.20%
Apr 15, 2016	1234.05	1227.16	1236.29	1224.9	0.54%
Apr 14, 2016	1227.39	1241.66	1244.38	1223.4	-1.27%
Apr 13, 2016	1243.14	1255.5	1257.18	1239.86	-1.02%
Apr 12, 2016	1255.94	1258.66	1262.98	1250.9	-0.16%
Apr 11, 2016	1257.95	1239.39	1259.1	1239.39	1.42%
Apr 08, 2016	1240.39	1239.8	1243.18	1229.24	-0.02%
Apr 07, 2016	1240.69	1222.76	1243.9	1222.3	1.50%
Apr 06, 2016	1222.35	1231.36	1232.41	1216.7	-0.71%
Apr 05, 2016	1231.14	1214.86	1237.05	1214.45	1.30%
Apr 04, 2016	1215.4	1219.6	1223.35	1213.95	-0.58%
Apr 01, 2016	1222.49	1232.3	1235.36	1208.45	-0.83%
Mar 31, 2016	1232.7	1225.31	1240.05	1224.06	0.64%
Mar 30, 2016	1224.85	1240.9	1243.3	1222.93	-1.42%
Mar 29, 2016	1242.55	1220.65	1243.65	1214.9	1.76%
Mar 28, 2016	1221.05	1214.11	1222.96	1208.15	0.38%
Mar 25, 2016	1216.47	1216.1	1216.47	1216.1	-0.04%
Mar 24, 2016	1216.99	1220.39	1224.4	1212.2	-0.26%
Mar 23, 2016	1220.17	1247.81	1249.47	1215.1	-2.26%
Mar 22, 2016	1248.38	1243.85	1259.97	1242.1	0.37%
Mar 21, 2016	1243.74	1254.25	1256.12	1240.3	-0.92%
Mar 18, 2016	1255.3	1257.45	1267.22	1247.6	-0.21%
Mar 17, 2016	1257.9	1260.95	1271.65	1253.9	-0.41%
Mar 16, 2016	1263.08	1232.46	1264.38	1226.87	2.49%
Mar 15, 2016	1232.38	1234.31	1237.58	1225.7	-0.23%
Mar 14, 2016	1235.28	1250.61	1261.09	1228.9	-1.05%
Mar 11, 2016	1248.44	1271.06	1282.89	1248.06	-1.81%
Mar 10, 2016	1271.44	1252.51	1273.79	1237.06	1.48%
Mar 09, 2016	1252.94	1260.91	1264.99	1243.48	-0.65%
Mar 08, 2016	1261.1	1267.11	1278.19	1259.65	-0.50%
Mar 07, 2016	1267.39	1259.1	1273.29	1256.3	0.63%
